Natural Language Query,SQL Query
Join Template and UiPageValidation on TemplateName = Id,SELECT * FROM Template JOIN UserRole ON Template.TemplateName = UserRole.IsDeleted;
Count number of records in Template,SELECT COUNT(*) FROM Template;
"Find distinct Id, TemplateName, FileId, IsDeleted from Template","SELECT DISTINCT Id, TemplateName, FileId, IsDeleted FROM Template;"
Get maximum TemplateName from Template,SELECT MAX(TemplateName) FROM Template;
Get minimum TemplateName from Template,SELECT MIN(TemplateName) FROM Template;
Calculate average TemplateName in Template,SELECT AVG(TemplateName) FROM Template;
Get all records from Template,SELECT * FROM Template;
"Show all Id, TemplateName, FileId, IsDeleted from Template","SELECT Id, TemplateName, FileId, IsDeleted FROM Template;"
"List all Id, TemplateName, FileId, IsDeleted in Template where FileId is 25","SELECT Id, TemplateName, FileId, IsDeleted FROM Template WHERE FileId = '2';"
"Find Id, TemplateName, FileId, IsDeleted in Template with FileId greater than 23","SELECT Id, TemplateName, FileId, IsDeleted FROM Template WHERE FileId > 19;"
"Get Id, TemplateName, FileId, IsDeleted from Template where FileId is in (48, 87)","SELECT Id, TemplateName, FileId, IsDeleted FROM Template WHERE FileId IN ('33', '81');"
Find all records in Template where FileId is between 50 and 61,SELECT * FROM Template WHERE FileId BETWEEN '41' AND '77';
Join Template and UserRoleClaim on FileId = IsDeleted,SELECT * FROM Template JOIN UiPageData ON Template.FileId = UiPageData.IsDeleted;
Count number of records in Template,SELECT COUNT(*) FROM Template;
"Find distinct Id, TemplateName, FileId, IsDeleted from Template","SELECT DISTINCT Id, TemplateName, FileId, IsDeleted FROM Template;"
Get maximum FileId from Template,SELECT MAX(FileId) FROM Template;
Get minimum FileId from Template,SELECT MIN(FileId) FROM Template;
Calculate average FileId in Template,SELECT AVG(FileId) FROM Template;
Get all records from Template,SELECT * FROM Template;
"Show all Id, TemplateName, FileId, IsDeleted from Template","SELECT Id, TemplateName, FileId, IsDeleted FROM Template;"
"List all Id, TemplateName, FileId, IsDeleted in Template where IsDeleted is 52","SELECT Id, TemplateName, FileId, IsDeleted FROM Template WHERE IsDeleted = '49';"
"Find Id, TemplateName, FileId, IsDeleted in Template with IsDeleted greater than 76","SELECT Id, TemplateName, FileId, IsDeleted FROM Template WHERE IsDeleted > 96;"
"Get Id, TemplateName, FileId, IsDeleted from Template where IsDeleted is in (12, 93)","SELECT Id, TemplateName, FileId, IsDeleted FROM Template WHERE IsDeleted IN ('23', '53');"
Find all records in Template where IsDeleted is between 5 and 64,SELECT * FROM Template WHERE IsDeleted BETWEEN '6' AND '83';
Join Template and ModuleLayout on IsDeleted = FileId,SELECT * FROM Template JOIN Organization ON Template.IsDeleted = Organization.TemplateName;
Count number of records in Template,SELECT COUNT(*) FROM Template;
"Find distinct Id, TemplateName, FileId, IsDeleted from Template","SELECT DISTINCT Id, TemplateName, FileId, IsDeleted FROM Template;"
Get maximum IsDeleted from Template,SELECT MAX(IsDeleted) FROM Template;
Get minimum IsDeleted from Template,SELECT MIN(IsDeleted) FROM Template;
Calculate average IsDeleted in Template,SELECT AVG(IsDeleted) FROM Template;
Get all records from TestReport,SELECT * FROM TestReport;
"Show all Id, Client, Filepath, Email, JobId, Name, DateTime, IsDeleted from TestReport","SELECT Id, Client, Filepath, Email, JobId, Name, DateTime, IsDeleted FROM TestReport;"
"List all Id, Client, Filepath, Email, JobId, Name, DateTime, IsDeleted in TestReport where Id is 50","SELECT Id, Client, Filepath, Email, JobId, Name, DateTime, IsDeleted FROM TestReport WHERE Id = '4';"
"Find Id, Client, Filepath, Email, JobId, Name, DateTime, IsDeleted in TestReport with Id greater than 76","SELECT Id, Client, Filepath, Email, JobId, Name, DateTime, IsDeleted FROM TestReport WHERE Id > 29;"
"Get Id, Client, Filepath, Email, JobId, Name, DateTime, IsDeleted from TestReport where Id is in (27, 81)","SELECT Id, Client, Filepath, Email, JobId, Name, DateTime, IsDeleted FROM TestReport WHERE Id IN ('32', '66');"
Find all records in TestReport where Id is between 48 and 92,SELECT * FROM TestReport WHERE Id BETWEEN '11' AND '73';
Join TestReport and ActivityMetadata on Id = Email,SELECT * FROM TestReport JOIN UserOtp ON TestReport.Id = UserOtp.Id;
Count number of records in TestReport,SELECT COUNT(*) FROM TestReport;
"Find distinct Id, Client, Filepath, Email, JobId, Name, DateTime, IsDeleted from TestReport","SELECT DISTINCT Id, Client, Filepath, Email, JobId, Name, DateTime, IsDeleted FROM TestReport;"
Get maximum Id from TestReport,SELECT MAX(Id) FROM TestReport;
Get minimum Id from TestReport,SELECT MIN(Id) FROM TestReport;
Calculate average Id in TestReport,SELECT AVG(Id) FROM TestReport;
Get all records from TestReport,SELECT * FROM TestReport;
"Show all Id, Client, Filepath, Email, JobId, Name, DateTime, IsDeleted from TestReport","SELECT Id, Client, Filepath, Email, JobId, Name, DateTime, IsDeleted FROM TestReport;"
"List all Id, Client, Filepath, Email, JobId, Name, DateTime, IsDeleted in TestReport where Client is 64","SELECT Id, Client, Filepath, Email, JobId, Name, DateTime, IsDeleted FROM TestReport WHERE Client = '69';"
"Find Id, Client, Filepath, Email, JobId, Name, DateTime, IsDeleted in TestReport with Client greater than 12","SELECT Id, Client, Filepath, Email, JobId, Name, DateTime, IsDeleted FROM TestReport WHERE Client > 82;"
"Get Id, Client, Filepath, Email, JobId, Name, DateTime, IsDeleted from TestReport where Client is in (16, 94)","SELECT Id, Client, Filepath, Email, JobId, Name, DateTime, IsDeleted FROM TestReport WHERE Client IN ('30', '72');"
Find all records in TestReport where Client is between 28 and 69,SELECT * FROM TestReport WHERE Client BETWEEN '20' AND '73';
Join TestReport and ModuleLayout on Client = Id,SELECT * FROM TestReport JOIN Role ON TestReport.Client = Role.DateTime;
Count number of records in TestReport,SELECT COUNT(*) FROM TestReport;
"Find distinct Id, Client, Filepath, Email, JobId, Name, DateTime, IsDeleted from TestReport","SELECT DISTINCT Id, Client, Filepath, Email, JobId, Name, DateTime, IsDeleted FROM TestReport;"
Get maximum Client from TestReport,SELECT MAX(Client) FROM TestReport;
Get minimum Client from TestReport,SELECT MIN(Client) FROM TestReport;
Calculate average Client in TestReport,SELECT AVG(Client) FROM TestReport;
Get all records from TestReport,SELECT * FROM TestReport;
"Show all Id, Client, Filepath, Email, JobId, Name, DateTime, IsDeleted from TestReport","SELECT Id, Client, Filepath, Email, JobId, Name, DateTime, IsDeleted FROM TestReport;"
"List all Id, Client, Filepath, Email, JobId, Name, DateTime, IsDeleted in TestReport where Filepath is 24","SELECT Id, Client, Filepath, Email, JobId, Name, DateTime, IsDeleted FROM TestReport WHERE Filepath = '1';"
"Find Id, Client, Filepath, Email, JobId, Name, DateTime, IsDeleted in TestReport with Filepath greater than 41","SELECT Id, Client, Filepath, Email, JobId, Name, DateTime, IsDeleted FROM TestReport WHERE Filepath > 97;"
"Get Id, Client, Filepath, Email, JobId, Name, DateTime, IsDeleted from TestReport where Filepath is in (46, 91)","SELECT Id, Client, Filepath, Email, JobId, Name, DateTime, IsDeleted FROM TestReport WHERE Filepath IN ('15', '55');"
Find all records in TestReport where Filepath is between 7 and 89,SELECT * FROM TestReport WHERE Filepath BETWEEN '25' AND '100';
Join TestReport and Lookup on Filepath = Filepath,SELECT * FROM TestReport JOIN UiControlType ON TestReport.Filepath = UiControlType.Client;
Count number of records in TestReport,SELECT COUNT(*) FROM TestReport;
"Find distinct Id, Client, Filepath, Email, JobId, Name, DateTime, IsDeleted from TestReport","SELECT DISTINCT Id, Client, Filepath, Email, JobId, Name, DateTime, IsDeleted FROM TestReport;"
Get maximum Filepath from TestReport,SELECT MAX(Filepath) FROM TestReport;
Get minimum Filepath from TestReport,SELECT MIN(Filepath) FROM TestReport;
Calculate average Filepath in TestReport,SELECT AVG(Filepath) FROM TestReport;
Get all records from TestReport,SELECT * FROM TestReport;
"Show all Id, Client, Filepath, Email, JobId, Name, DateTime, IsDeleted from TestReport","SELECT Id, Client, Filepath, Email, JobId, Name, DateTime, IsDeleted FROM TestReport;"
"List all Id, Client, Filepath, Email, JobId, Name, DateTime, IsDeleted in TestReport where Email is 98","SELECT Id, Client, Filepath, Email, JobId, Name, DateTime, IsDeleted FROM TestReport WHERE Email = '36';"
"Find Id, Client, Filepath, Email, JobId, Name, DateTime, IsDeleted in TestReport with Email greater than 56","SELECT Id, Client, Filepath, Email, JobId, Name, DateTime, IsDeleted FROM TestReport WHERE Email > 3;"
"Get Id, Client, Filepath, Email, JobId, Name, DateTime, IsDeleted from TestReport where Email is in (5, 62)","SELECT Id, Client, Filepath, Email, JobId, Name, DateTime, IsDeleted FROM TestReport WHERE Email IN ('26', '79');"
Find all records in TestReport where Email is between 31 and 80,SELECT * FROM TestReport WHERE Email BETWEEN '8' AND '67';
Join TestReport and TestReport on Email = Client,SELECT * FROM TestReport JOIN UiPageNavigation ON TestReport.Email = UiPageNavigation.Id;
Count number of records in TestReport,SELECT COUNT(*) FROM TestReport;
"Find distinct Id, Client, Filepath, Email, JobId, Name, DateTime, IsDeleted from TestReport","SELECT DISTINCT Id, Client, Filepath, Email, JobId, Name, DateTime, IsDeleted FROM TestReport;"
Get maximum Email from TestReport,SELECT MAX(Email) FROM TestReport;
Get minimum Email from TestReport,SELECT MIN(Email) FROM TestReport;
Calculate average Email in TestReport,SELECT AVG(Email) FROM TestReport;
Get all records from TestReport,SELECT * FROM TestReport;
"Show all Id, Client, Filepath, Email, JobId, Name, DateTime, IsDeleted from TestReport","SELECT Id, Client, Filepath, Email, JobId, Name, DateTime, IsDeleted FROM TestReport;"
"List all Id, Client, Filepath, Email, JobId, Name, DateTime, IsDeleted in TestReport where JobId is 95","SELECT Id, Client, Filepath, Email, JobId, Name, DateTime, IsDeleted FROM TestReport WHERE JobId = '60';"
"Find Id, Client, Filepath, Email, JobId, Name, DateTime, IsDeleted in TestReport with JobId greater than 44","SELECT Id, Client, Filepath, Email, JobId, Name, DateTime, IsDeleted FROM TestReport WHERE JobId > 35;"
"Get Id, Client, Filepath, Email, JobId, Name, DateTime, IsDeleted from TestReport where JobId is in (38, 51)","SELECT Id, Client, Filepath, Email, JobId, Name, DateTime, IsDeleted FROM TestReport WHERE JobId IN ('48', '72');"
Find all records in TestReport where JobId is between 12 and 85,SELECT * FROM TestReport WHERE JobId BETWEEN '14' AND '59';
Join TestReport and Group on JobId = Client,SELECT * FROM TestReport JOIN WorkflowStage ON TestReport.JobId = WorkflowStage.DateTime;
Count number of records in TestReport,SELECT COUNT(*) FROM TestReport;
"Find distinct Id, Client, Filepath, Email, JobId, Name, DateTime, IsDeleted from TestReport","SELECT DISTINCT Id, Client, Filepath, Email, JobId, Name, DateTime, IsDeleted FROM TestReport;"
Get maximum JobId from TestReport,SELECT MAX(JobId) FROM TestReport;
Get minimum JobId from TestReport,SELECT MIN(JobId) FROM TestReport;
Calculate average JobId in TestReport,SELECT AVG(JobId) FROM TestReport;
Get all records from TestReport,SELECT * FROM TestReport;
"Show all Id, Client, Filepath, Email, JobId, Name, DateTime, IsDeleted from TestReport","SELECT Id, Client, Filepath, Email, JobId, Name, DateTime, IsDeleted FROM TestReport;"
"List all Id, Client, Filepath, Email, JobId, Name, DateTime, IsDeleted in TestReport where Name is 29","SELECT Id, Client, Filepath, Email, JobId, Name, DateTime, IsDeleted FROM TestReport WHERE Name = '74';"
"Find Id, Client, Filepath, Email, JobId, Name, DateTime, IsDeleted in TestReport with Name greater than 90","SELECT Id, Client, Filepath, Email, JobId, Name, DateTime, IsDeleted FROM TestReport WHERE Name > 29;"
"Get Id, Client, Filepath, Email, JobId, Name, DateTime, IsDeleted from TestReport where Name is in (28, 63)","SELECT Id, Client, Filepath, Email, JobId, Name, DateTime, IsDeleted FROM TestReport WHERE Name IN ('24', '97');"
Find all records in TestReport where Name is between 46 and 85,SELECT * FROM TestReport WHERE Name BETWEEN '42' AND '64';
Join TestReport and PermissionModuleType on Name = Email,SELECT * FROM TestReport JOIN PasswordLogin ON TestReport.Name = PasswordLogin.IsDeleted;
Count number of records in TestReport,SELECT COUNT(*) FROM TestReport;
"Find distinct Id, Client, Filepath, Email, JobId, Name, DateTime, IsDeleted from TestReport","SELECT DISTINCT Id, Client, Filepath, Email, JobId, Name, DateTime, IsDeleted FROM TestReport;"
Get maximum Name from TestReport,SELECT MAX(Name) FROM TestReport;
Get minimum Name from TestReport,SELECT MIN(Name) FROM TestReport;
Calculate average Name in TestReport,SELECT AVG(Name) FROM TestReport;
Get all records from TestReport,SELECT * FROM TestReport;
"Show all Id, Client, Filepath, Email, JobId, Name, DateTime, IsDeleted from TestReport","SELECT Id, Client, Filepath, Email, JobId, Name, DateTime, IsDeleted FROM TestReport;"
"List all Id, Client, Filepath, Email, JobId, Name, DateTime, IsDeleted in TestReport where DateTime is 73","SELECT Id, Client, Filepath, Email, JobId, Name, DateTime, IsDeleted FROM TestReport WHERE DateTime = '48';"
"Find Id, Client, Filepath, Email, JobId, Name, DateTime, IsDeleted in TestReport with DateTime greater than 30","SELECT Id, Client, Filepath, Email, JobId, Name, DateTime, IsDeleted FROM TestReport WHERE DateTime > 27;"
"Get Id, Client, Filepath, Email, JobId, Name, DateTime, IsDeleted from TestReport where DateTime is in (5, 98)","SELECT Id, Client, Filepath, Email, JobId, Name, DateTime, IsDeleted FROM TestReport WHERE DateTime IN ('10', '85');"
Find all records in TestReport where DateTime is between 8 and 91,SELECT * FROM TestReport WHERE DateTime BETWEEN '15' AND '70';
Join TestReport and SubPermissionModuleType on DateTime = Email,SELECT * FROM TestReport JOIN Group ON TestReport.DateTime = Group.Name;
Count number of records in TestReport,SELECT COUNT(*) FROM TestReport;
"Find distinct Id, Client, Filepath, Email, JobId, Name, DateTime, IsDeleted from TestReport","SELECT DISTINCT Id, Client, Filepath, Email, JobId, Name, DateTime, IsDeleted FROM TestReport;"
Get maximum DateTime from TestReport,SELECT MAX(DateTime) FROM TestReport;
Get minimum DateTime from TestReport,SELECT MIN(DateTime) FROM TestReport;
Calculate average DateTime in TestReport,SELECT AVG(DateTime) FROM TestReport;
Get all records from TestReport,SELECT * FROM TestReport;
"Show all Id, Client, Filepath, Email, JobId, Name, DateTime, IsDeleted from TestReport","SELECT Id, Client, Filepath, Email, JobId, Name, DateTime, IsDeleted FROM TestReport;"
"List all Id, Client, Filepath, Email, JobId, Name, DateTime, IsDeleted in TestReport where IsDeleted is 69","SELECT Id, Client, Filepath, Email, JobId, Name, DateTime, IsDeleted FROM TestReport WHERE IsDeleted = '20';"
"Find Id, Client, Filepath, Email, JobId, Name, DateTime, IsDeleted in TestReport with IsDeleted greater than 28","SELECT Id, Client, Filepath, Email, JobId, Name, DateTime, IsDeleted FROM TestReport WHERE IsDeleted > 71;"
"Get Id, Client, Filepath, Email, JobId, Name, DateTime, IsDeleted from TestReport where IsDeleted is in (2, 52)","SELECT Id, Client, Filepath, Email, JobId, Name, DateTime, IsDeleted FROM TestReport WHERE IsDeleted IN ('23', '80');"
Find all records in TestReport where IsDeleted is between 45 and 87,SELECT * FROM TestReport WHERE IsDeleted BETWEEN '39' AND '92';
